gene_id	go_id	go_ontology	go_term
HIS92_RS20200	GO:0071944	CC	cell periphery
HIS92_RS20200	GO:0098533	CC	ATPase dependent transmembrane transport complex
HIS92_RS20200	GO:0098796	CC	membrane protein complex
HIS92_RS20200	GO:0098797	CC	plasma membrane protein complex
HIS92_RS20200	GO:1902494	CC	catalytic complex
HIS92_RS20200	GO:1902495	CC	transmembrane transporter complex
HIS92_RS20200	GO:1904949	CC	ATPase complex
HIS92_RS20200	GO:1990351	CC	transporter complex
HIS92_RS20200	GO:0005524	MF	ATP binding
HIS92_RS20200	GO:0016887	MF	ATPase activity
HIS92_RS20200	GO:0005215	MF	transporter activity
HIS92_RS20200	GO:0000166	MF	nucleotide binding
HIS92_RS20200	GO:0003674	MF	molecular_function
HIS92_RS20200	GO:0005488	MF	binding
HIS92_RS20200	GO:0008144	MF	drug binding
HIS92_RS20200	GO:0017076	MF	purine nucleotide binding
HIS92_RS20200	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS20200	GO:0032553	MF	ribonucleotide binding
HIS92_RS20200	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS20200	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS20200	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS20200	GO:0036094	MF	small molecule binding
HIS92_RS20200	GO:0043167	MF	ion binding
HIS92_RS20200	GO:0043168	MF	anion binding
HIS92_RS20200	GO:0097159	MF	organic cyclic compound binding
HIS92_RS20200	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS20200	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS20200	GO:1901363	MF	heterocyclic compound binding
HIS92_RS20200	GO:0003824	MF	catalytic activity
HIS92_RS20200	GO:0017111	MF	nucleoside-triphosphatase activity
HIS92_RS20200	GO:0016462	MF	pyrophosphatase activity
HIS92_RS20200	GO:0016787	MF	hydrolase activity
HIS92_RS20200	GO:0016817	MF	hydrolase activity, acting on acid anhydrides
HIS92_RS20200	GO:0016818	MF	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
HIS92_RS20205	GO:0006810	BP	transport
HIS92_RS20205	GO:0008150	BP	biological_process
HIS92_RS20205	GO:0051179	BP	localization
HIS92_RS20205	GO:0051234	BP	establishment of localization
HIS92_RS20205	GO:0016020	CC	membrane
HIS92_RS20205	GO:0005575	CC	cellular_component
HIS92_RS20220	GO:0055114	BP	oxidation-reduction process
HIS92_RS20220	GO:0008152	BP	metabolic process
HIS92_RS20220	GO:0008150	BP	biological_process
HIS92_RS20220	GO:0016491	MF	oxidoreductase activity
HIS92_RS20220	GO:0003674	MF	molecular_function
HIS92_RS20220	GO:0003824	MF	catalytic activity
HIS92_RS20225	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS20225	GO:0008152	BP	metabolic process
HIS92_RS20225	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS20225	GO:0006351	BP	transcription, DNA-templated
HIS92_RS20225	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS20225	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS20225	GO:0008150	BP	biological_process
HIS92_RS20225	GO:0009058	BP	biosynthetic process
HIS92_RS20225	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS20225	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS20225	GO:0009987	BP	cellular process
HIS92_RS20225	GO:0010467	BP	gene expression
HIS92_RS20225	GO:0010468	BP	regulation of gene expression
HIS92_RS20225	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS20225	GO:0016070	BP	RNA metabolic process
HIS92_RS20225	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS20225	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS20225	GO:0019222	BP	regulation of metabolic process
HIS92_RS20225	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS20225	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS20225	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS20225	GO:0032774	BP	RNA biosynthetic process
HIS92_RS20225	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS20225	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS20225	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS20225	GO:0043170	BP	macromolecule metabolic process
HIS92_RS20225	GO:0044237	BP	cellular metabolic process
HIS92_RS20225	GO:0044238	BP	primary metabolic process
HIS92_RS20225	GO:0044249	BP	cellular biosynthetic process
HIS92_RS20225	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS20225	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS20225	GO:0046483	BP	heterocycle metabolic process
HIS92_RS20225	GO:0050789	BP	regulation of biological process
HIS92_RS20225	GO:0050794	BP	regulation of cellular process
HIS92_RS20225	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS20225	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS20225	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS20225	GO:0065007	BP	biological regulation
HIS92_RS20225	GO:0071704	BP	organic substance metabolic process
HIS92_RS20225	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS20225	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS20225	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS20225	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS20225	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS20225	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS20225	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS20225	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS20225	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS20225	GO:0005622	CC	intracellular
HIS92_RS20225	GO:0005575	CC	cellular_component
HIS92_RS20225	GO:0005623	CC	cell
HIS92_RS20225	GO:0044464	CC	cell part
HIS92_RS20225	GO:0003700	MF	DNA-binding transcription factor activity
HIS92_RS20225	GO:0140110	MF	transcription regulator activity
HIS92_RS20225	GO:0003674	MF	molecular_function
HIS92_RS20230	GO:0005515	MF	protein binding
HIS92_RS20230	GO:0003674	MF	molecular_function
HIS92_RS20230	GO:0005488	MF	binding
HIS92_RS20245	GO:0005975	BP	carbohydrate metabolic process
HIS92_RS20245	GO:0008152	BP	metabolic process
HIS92_RS20245	GO:0008150	BP	biological_process
HIS92_RS20245	GO:0044238	BP	primary metabolic process
HIS92_RS20245	GO:0071704	BP	organic substance metabolic process
HIS92_RS20245	GO:0003824	MF	catalytic activity
HIS92_RS20245	GO:0003674	MF	molecular_function
HIS92_RS20250	GO:0043937	BP	regulation of sporulation
HIS92_RS20250	GO:0008150	BP	biological_process
HIS92_RS20250	GO:0032502	BP	developmental process
HIS92_RS20250	GO:0043934	BP	sporulation
HIS92_RS20250	GO:0050789	BP	regulation of biological process
HIS92_RS20250	GO:0050793	BP	regulation of developmental process
HIS92_RS20250	GO:0065007	BP	biological regulation
HIS92_RS20255	GO:0007165	BP	signal transduction
HIS92_RS20255	GO:0007154	BP	cell communication
HIS92_RS20255	GO:0008150	BP	biological_process
HIS92_RS20255	GO:0009987	BP	cellular process
HIS92_RS20255	GO:0023052	BP	signaling
HIS92_RS20255	GO:0050789	BP	regulation of biological process
HIS92_RS20255	GO:0050794	BP	regulation of cellular process
HIS92_RS20255	GO:0050896	BP	response to stimulus
HIS92_RS20255	GO:0051716	BP	cellular response to stimulus
HIS92_RS20255	GO:0065007	BP	biological regulation
HIS92_RS20255	GO:0000155	MF	phosphorelay sensor kinase activity
HIS92_RS20255	GO:0003674	MF	molecular_function
HIS92_RS20255	GO:0003824	MF	catalytic activity
HIS92_RS20255	GO:0004672	MF	protein kinase activity
HIS92_RS20255	GO:0004673	MF	protein histidine kinase activity
HIS92_RS20255	GO:0016301	MF	kinase activity
HIS92_RS20255	GO:0016740	MF	transferase activity
HIS92_RS20255	GO:0016772	MF	transferase activity, transferring phosphorus-containing groups
HIS92_RS20255	GO:0016773	MF	phosphotransferase activity, alcohol group as acceptor
HIS92_RS20255	GO:0016775	MF	phosphotransferase activity, nitrogenous group as acceptor
HIS92_RS20255	GO:0140096	MF	catalytic activity, acting on a protein
HIS92_RS20260	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS20260	GO:0008152	BP	metabolic process
HIS92_RS20260	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS20260	GO:0006351	BP	transcription, DNA-templated
HIS92_RS20260	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS20260	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS20260	GO:0008150	BP	biological_process
HIS92_RS20260	GO:0009058	BP	biosynthetic process
HIS92_RS20260	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS20260	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS20260	GO:0009987	BP	cellular process
HIS92_RS20260	GO:0010467	BP	gene expression
HIS92_RS20260	GO:0010468	BP	regulation of gene expression
HIS92_RS20260	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS20260	GO:0016070	BP	RNA metabolic process
HIS92_RS20260	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS20260	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS20260	GO:0019222	BP	regulation of metabolic process
HIS92_RS20260	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS20260	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS20260	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS20260	GO:0032774	BP	RNA biosynthetic process
HIS92_RS20260	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS20260	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS20260	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS20260	GO:0043170	BP	macromolecule metabolic process
HIS92_RS20260	GO:0044237	BP	cellular metabolic process
HIS92_RS20260	GO:0044238	BP	primary metabolic process
HIS92_RS20260	GO:0044249	BP	cellular biosynthetic process
HIS92_RS20260	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS20260	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS20260	GO:0046483	BP	heterocycle metabolic process
HIS92_RS20260	GO:0050789	BP	regulation of biological process
HIS92_RS20260	GO:0050794	BP	regulation of cellular process
HIS92_RS20260	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS20260	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS20260	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS20260	GO:0065007	BP	biological regulation
HIS92_RS20260	GO:0071704	BP	organic substance metabolic process
HIS92_RS20260	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS20260	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS20260	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS20260	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS20260	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS20260	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS20260	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS20260	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS20260	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS20260	GO:0003700	MF	DNA-binding transcription factor activity
HIS92_RS20260	GO:0140110	MF	transcription regulator activity
HIS92_RS20260	GO:0003674	MF	molecular_function
HIS92_RS20275	GO:0007165	BP	signal transduction
HIS92_RS20275	GO:0000160	BP	phosphorelay signal transduction system
HIS92_RS20275	GO:0071555	BP	cell wall organization
HIS92_RS20275	GO:0007154	BP	cell communication
HIS92_RS20275	GO:0008150	BP	biological_process
HIS92_RS20275	GO:0009987	BP	cellular process
HIS92_RS20275	GO:0023052	BP	signaling
HIS92_RS20275	GO:0050789	BP	regulation of biological process
HIS92_RS20275	GO:0050794	BP	regulation of cellular process
HIS92_RS20275	GO:0050896	BP	response to stimulus
HIS92_RS20275	GO:0051716	BP	cellular response to stimulus
HIS92_RS20275	GO:0065007	BP	biological regulation
HIS92_RS20275	GO:0035556	BP	intracellular signal transduction
HIS92_RS20275	GO:0016043	BP	cellular component organization
HIS92_RS20275	GO:0045229	BP	external encapsulating structure organization
HIS92_RS20275	GO:0071554	BP	cell wall organization or biogenesis
HIS92_RS20275	GO:0071840	BP	cellular component organization or biogenesis
HIS92_RS20275	GO:0016021	CC	integral component of membrane
HIS92_RS20275	GO:0005575	CC	cellular_component
HIS92_RS20275	GO:0016020	CC	membrane
HIS92_RS20275	GO:0031224	CC	intrinsic component of membrane
HIS92_RS20275	GO:0044425	CC	membrane part
HIS92_RS20275	GO:0000155	MF	phosphorelay sensor kinase activity
HIS92_RS20275	GO:0004673	MF	protein histidine kinase activity
HIS92_RS20275	GO:0003674	MF	molecular_function
HIS92_RS20275	GO:0003824	MF	catalytic activity
HIS92_RS20275	GO:0004672	MF	protein kinase activity
HIS92_RS20275	GO:0016301	MF	kinase activity
HIS92_RS20275	GO:0016740	MF	transferase activity
HIS92_RS20275	GO:0016772	MF	transferase activity, transferring phosphorus-containing groups
HIS92_RS20275	GO:0016773	MF	phosphotransferase activity, alcohol group as acceptor
HIS92_RS20275	GO:0016775	MF	phosphotransferase activity, nitrogenous group as acceptor
HIS92_RS20275	GO:0140096	MF	catalytic activity, acting on a protein
HIS92_RS20290	GO:0003824	MF	catalytic activity
HIS92_RS20290	GO:0051536	MF	iron-sulfur cluster binding
HIS92_RS20290	GO:0003674	MF	molecular_function
HIS92_RS20290	GO:0005488	MF	binding
HIS92_RS20290	GO:0048037	MF	cofactor binding
HIS92_RS20290	GO:0051540	MF	metal cluster binding
HIS92_RS20295	GO:0008616	BP	queuosine biosynthetic process
HIS92_RS20295	GO:0008152	BP	metabolic process
HIS92_RS20295	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS20295	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS20295	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS20295	GO:0008150	BP	biological_process
HIS92_RS20295	GO:0009058	BP	biosynthetic process
HIS92_RS20295	GO:0009116	BP	nucleoside metabolic process
HIS92_RS20295	GO:0009119	BP	ribonucleoside metabolic process
HIS92_RS20295	GO:0009163	BP	nucleoside biosynthetic process
HIS92_RS20295	GO:0009987	BP	cellular process
HIS92_RS20295	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS20295	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS20295	GO:0034404	BP	nucleobase-containing small molecule biosynthetic process
HIS92_RS20295	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS20295	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS20295	GO:0042455	BP	ribonucleoside biosynthetic process
HIS92_RS20295	GO:0044237	BP	cellular metabolic process
HIS92_RS20295	GO:0044238	BP	primary metabolic process
HIS92_RS20295	GO:0044249	BP	cellular biosynthetic process
HIS92_RS20295	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS20295	GO:0044281	BP	small molecule metabolic process
HIS92_RS20295	GO:0044283	BP	small molecule biosynthetic process
HIS92_RS20295	GO:0046116	BP	queuosine metabolic process
HIS92_RS20295	GO:0046483	BP	heterocycle metabolic process
HIS92_RS20295	GO:0055086	BP	nucleobase-containing small molecule metabolic process
HIS92_RS20295	GO:0071704	BP	organic substance metabolic process
HIS92_RS20295	GO:1901135	BP	carbohydrate derivative metabolic process
HIS92_RS20295	GO:1901137	BP	carbohydrate derivative biosynthetic process
HIS92_RS20295	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS20295	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS20295	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS20295	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS20295	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS20295	GO:1901657	BP	glycosyl compound metabolic process
HIS92_RS20295	GO:1901659	BP	glycosyl compound biosynthetic process
HIS92_RS20295	GO:0033739	MF	preQ1 synthase activity
HIS92_RS20295	GO:0003674	MF	molecular_function
HIS92_RS20295	GO:0003824	MF	catalytic activity
HIS92_RS20295	GO:0016491	MF	oxidoreductase activity
HIS92_RS20295	GO:0016651	MF	oxidoreductase activity, acting on NAD(P)H
HIS92_RS20295	GO:0016645	MF	oxidoreductase activity, acting on the CH-NH group of donors
HIS92_RS20295	GO:0016646	MF	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
HIS92_RS20295	GO:0016657	MF	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor
HIS92_RS20315	GO:0008080	MF	N-acetyltransferase activity
HIS92_RS20315	GO:0003674	MF	molecular_function
HIS92_RS20315	GO:0003824	MF	catalytic activity
HIS92_RS20315	GO:0016407	MF	acetyltransferase activity
HIS92_RS20315	GO:0016410	MF	N-acyltransferase activity
HIS92_RS20315	GO:0016740	MF	transferase activity
HIS92_RS20315	GO:0016746	MF	transferase activity, transferring acyl groups
HIS92_RS20315	GO:0016747	MF	transferase activity, transferring acyl groups other than amino-acyl groups
HIS92_RS20335	GO:0006260	BP	DNA replication
HIS92_RS20335	GO:0055114	BP	oxidation-reduction process
HIS92_RS20335	GO:0008152	BP	metabolic process
HIS92_RS20335	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS20335	GO:0006259	BP	DNA metabolic process
HIS92_RS20335	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS20335	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS20335	GO:0008150	BP	biological_process
HIS92_RS20335	GO:0009058	BP	biosynthetic process
HIS92_RS20335	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS20335	GO:0009987	BP	cellular process
HIS92_RS20335	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS20335	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS20335	GO:0043170	BP	macromolecule metabolic process
HIS92_RS20335	GO:0044237	BP	cellular metabolic process
HIS92_RS20335	GO:0044238	BP	primary metabolic process
HIS92_RS20335	GO:0044249	BP	cellular biosynthetic process
HIS92_RS20335	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS20335	GO:0046483	BP	heterocycle metabolic process
HIS92_RS20335	GO:0071704	BP	organic substance metabolic process
HIS92_RS20335	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS20335	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS20335	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS20335	GO:0004748	MF	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
HIS92_RS20335	GO:0005524	MF	ATP binding
HIS92_RS20335	GO:0003674	MF	molecular_function
HIS92_RS20335	GO:0003824	MF	catalytic activity
HIS92_RS20335	GO:0016491	MF	oxidoreductase activity
HIS92_RS20335	GO:0016725	MF	oxidoreductase activity, acting on CH or CH2 groups
HIS92_RS20335	GO:0016728	MF	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor
HIS92_RS20335	GO:0061731	MF	ribonucleoside-diphosphate reductase activity
HIS92_RS20335	GO:0000166	MF	nucleotide binding
HIS92_RS20335	GO:0005488	MF	binding
HIS92_RS20335	GO:0008144	MF	drug binding
HIS92_RS20335	GO:0017076	MF	purine nucleotide binding
HIS92_RS20335	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS20335	GO:0032553	MF	ribonucleotide binding
HIS92_RS20335	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS20335	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS20335	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS20335	GO:0036094	MF	small molecule binding
HIS92_RS20335	GO:0043167	MF	ion binding
HIS92_RS20335	GO:0043168	MF	anion binding
HIS92_RS20335	GO:0097159	MF	organic cyclic compound binding
HIS92_RS20335	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS20335	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS20335	GO:1901363	MF	heterocyclic compound binding
HIS92_RS20340	GO:0009186	BP	deoxyribonucleoside diphosphate metabolic process
HIS92_RS20340	GO:0055114	BP	oxidation-reduction process
HIS92_RS20340	GO:0008152	BP	metabolic process
HIS92_RS20340	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS20340	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS20340	GO:0006753	BP	nucleoside phosphate metabolic process
HIS92_RS20340	GO:0006793	BP	phosphorus metabolic process
HIS92_RS20340	GO:0006796	BP	phosphate-containing compound metabolic process
HIS92_RS20340	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS20340	GO:0008150	BP	biological_process
HIS92_RS20340	GO:0009132	BP	nucleoside diphosphate metabolic process
HIS92_RS20340	GO:0009987	BP	cellular process
HIS92_RS20340	GO:0019637	BP	organophosphate metabolic process
HIS92_RS20340	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS20340	GO:0044237	BP	cellular metabolic process
HIS92_RS20340	GO:0044238	BP	primary metabolic process
HIS92_RS20340	GO:0044281	BP	small molecule metabolic process
HIS92_RS20340	GO:0046483	BP	heterocycle metabolic process
HIS92_RS20340	GO:0055086	BP	nucleobase-containing small molecule metabolic process
HIS92_RS20340	GO:0071704	BP	organic substance metabolic process
HIS92_RS20340	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS20345	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS20345	GO:0008152	BP	metabolic process
HIS92_RS20345	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS20345	GO:0006351	BP	transcription, DNA-templated
HIS92_RS20345	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS20345	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS20345	GO:0008150	BP	biological_process
HIS92_RS20345	GO:0009058	BP	biosynthetic process
HIS92_RS20345	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS20345	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS20345	GO:0009987	BP	cellular process
HIS92_RS20345	GO:0010467	BP	gene expression
HIS92_RS20345	GO:0010468	BP	regulation of gene expression
HIS92_RS20345	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS20345	GO:0016070	BP	RNA metabolic process
HIS92_RS20345	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS20345	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS20345	GO:0019222	BP	regulation of metabolic process
HIS92_RS20345	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS20345	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS20345	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS20345	GO:0032774	BP	RNA biosynthetic process
HIS92_RS20345	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS20345	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS20345	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS20345	GO:0043170	BP	macromolecule metabolic process
HIS92_RS20345	GO:0044237	BP	cellular metabolic process
HIS92_RS20345	GO:0044238	BP	primary metabolic process
HIS92_RS20345	GO:0044249	BP	cellular biosynthetic process
HIS92_RS20345	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS20345	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS20345	GO:0046483	BP	heterocycle metabolic process
HIS92_RS20345	GO:0050789	BP	regulation of biological process
HIS92_RS20345	GO:0050794	BP	regulation of cellular process
HIS92_RS20345	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS20345	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS20345	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS20345	GO:0065007	BP	biological regulation
HIS92_RS20345	GO:0071704	BP	organic substance metabolic process
HIS92_RS20345	GO:0080090	BP	regulation of primary metabolic process
HIS92_RS20345	GO:0090304	BP	nucleic acid metabolic process
HIS92_RS20345	GO:0097659	BP	nucleic acid-templated transcription
HIS92_RS20345	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS20345	GO:1901362	BP	organic cyclic compound biosynthetic process
HIS92_RS20345	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS20345	GO:1903506	BP	regulation of nucleic acid-templated transcription
HIS92_RS20345	GO:2000112	BP	regulation of cellular macromolecule biosynthetic process
HIS92_RS20345	GO:2001141	BP	regulation of RNA biosynthetic process
HIS92_RS20345	GO:0003700	MF	DNA-binding transcription factor activity
HIS92_RS20345	GO:0140110	MF	transcription regulator activity
HIS92_RS20345	GO:0003674	MF	molecular_function
HIS92_RS20350	GO:0005524	MF	ATP binding
HIS92_RS20350	GO:0016887	MF	ATPase activity
HIS92_RS20350	GO:0000166	MF	nucleotide binding
HIS92_RS20350	GO:0003674	MF	molecular_function
HIS92_RS20350	GO:0005488	MF	binding
HIS92_RS20350	GO:0008144	MF	drug binding
HIS92_RS20350	GO:0017076	MF	purine nucleotide binding
HIS92_RS20350	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS20350	GO:0032553	MF	ribonucleotide binding
HIS92_RS20350	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS20350	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS20350	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS20350	GO:0036094	MF	small molecule binding
HIS92_RS20350	GO:0043167	MF	ion binding
HIS92_RS20350	GO:0043168	MF	anion binding
HIS92_RS20350	GO:0097159	MF	organic cyclic compound binding
HIS92_RS20350	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS20350	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS20350	GO:1901363	MF	heterocyclic compound binding
HIS92_RS20350	GO:0003824	MF	catalytic activity
HIS92_RS20350	GO:0017111	MF	nucleoside-triphosphatase activity
HIS92_RS20350	GO:0016462	MF	pyrophosphatase activity
HIS92_RS20350	GO:0016787	MF	hydrolase activity
HIS92_RS20350	GO:0016817	MF	hydrolase activity, acting on acid anhydrides
HIS92_RS20350	GO:0016818	MF	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
HIS92_RS20360	GO:0005524	MF	ATP binding
HIS92_RS20360	GO:0016887	MF	ATPase activity
HIS92_RS20360	GO:0000166	MF	nucleotide binding
HIS92_RS20360	GO:0003674	MF	molecular_function
HIS92_RS20360	GO:0005488	MF	binding
HIS92_RS20360	GO:0008144	MF	drug binding
HIS92_RS20360	GO:0017076	MF	purine nucleotide binding
HIS92_RS20360	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS20360	GO:0032553	MF	ribonucleotide binding
HIS92_RS20360	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS20360	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS20360	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS20360	GO:0036094	MF	small molecule binding
HIS92_RS20360	GO:0043167	MF	ion binding
HIS92_RS20360	GO:0043168	MF	anion binding
HIS92_RS20360	GO:0097159	MF	organic cyclic compound binding
HIS92_RS20360	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS20360	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS20360	GO:1901363	MF	heterocyclic compound binding
HIS92_RS20360	GO:0003824	MF	catalytic activity
HIS92_RS20360	GO:0017111	MF	nucleoside-triphosphatase activity
HIS92_RS20360	GO:0016462	MF	pyrophosphatase activity
HIS92_RS20360	GO:0016787	MF	hydrolase activity
HIS92_RS20360	GO:0016817	MF	hydrolase activity, acting on acid anhydrides
