Geneid	Chr	Start	End	Strand	Length	pDG7_M-t0-3	pDG7-t0-3	pDG_M-t0-3	pDG-t0-3
HIS92_RS21470	NZ_CP051858.1	4173110	4173835	+	726	836	1244	716	1396
HIS92_RS21475	NZ_CP051858.1	4173968	4174834	+	867	774	529	261	482
HIS92_RS21480	NZ_CP051858.1	4175191	4175331	+	141	9	0	0	0
HIS92_RS21485	NZ_CP051858.1	4175660	4176853	+	1194	2	3	1	2
HIS92_RS21490	NZ_CP051858.1	4176854	4177597	+	744	3	3	29	0
HIS92_RS21495	NZ_CP051858.1	4177584	4178204	+	621	7	5	14	4
HIS92_RS21500	NZ_CP051858.1	4178223	4178861	+	639	12	10	28	10
HIS92_RS21505	NZ_CP051858.1	4178918	4180354	+	1437	8	9	22	9
HIS92_RS21510	NZ_CP051858.1	4180358	4181572	+	1215	2	4	11	4
HIS92_RS21515	NZ_CP051858.1	4181547	4182347	+	801	9	6	7	10
HIS92_RS21520	NZ_CP051858.1	4182344	4183396	+	1053	9	3	8	5
HIS92_RS21525	NZ_CP051858.1	4183489	4185036	+	1548	9	7	1	5
HIS92_RS21530	NZ_CP051858.1	4185145	4200177	-	15033	72	64	239	43
HIS92_RS21535	NZ_CP051858.1	4200300	4201160	+	861	13	3	17	7
HIS92_RS21540	NZ_CP051858.1	4201203	4201763	-	561	19	51	6	52
HIS92_RS21545	NZ_CP051858.1	4201946	4202206	+	261	31	43	10	48
HIS92_RS21550	NZ_CP051858.1	4202209	4203114	-	906	79	125	36	92
HIS92_RS21555	NZ_CP051858.1	4203128	4203514	-	387	41	72	14	84
HIS92_RS21560	NZ_CP051858.1	4203584	4204456	-	873	1376	2128	422	1994
HIS92_RS21565	NZ_CP051858.1	4204640	4205125	+	486	108	63	27	55
HIS92_RS21570	NZ_CP051858.1	4205277	4205936	+	660	63	88	17	68
HIS92_RS21575	NZ_CP051858.1	4205949	4206125	+	177	15	19	1	7
HIS92_RS21580	NZ_CP051858.1	4206159	4206407	-	249	608	482	213	468
HIS92_RS21585	NZ_CP051858.1	4206527	4206724	-	198	1007	1939	563	1758
HIS92_RS21590	NZ_CP051858.1	4206987	4207715	+	729	3	3	5	13
HIS92_RS21595	NZ_CP051858.1	4207730	4208473	+	744	7	30	6	32
HIS92_RS21600	NZ_CP051858.1	4208493	4208786	+	294	29	54	33	81
HIS92_RS21605	NZ_CP051858.1	4208865	4209494	+	630	7	7	1	4
HIS92_RS21610	NZ_CP051858.1	4209718	4210059	+	342	0	0	0	0
HIS92_RS21615	NZ_CP051858.1	4210062	4211612	+	1551	24	14	13	16
HIS92_RS21620	NZ_CP051858.1	4211804	4213153	+	1350	5	7	1	14
HIS92_RS21625	NZ_CP051858.1	4213218	4213496	+	279	2	1	1	0
HIS92_RS21630	NZ_CP051858.1	4213563	4214726	-	1164	1346	1569	1506	1001
HIS92_RS21635	NZ_CP051858.1	4215058	4216731	+	1674	8	10	12	21
HIS92_RS21640	NZ_CP051858.1	4216826	4217656	+	831	23	44	18	66
HIS92_RS21645	NZ_CP051858.1	4217804	4219159	+	1356	268	294	128	259
HIS92_RS21650	NZ_CP051858.1	4219195	4219860	-	666	2	5	5	4
HIS92_RS21655	NZ_CP051858.1	4220022	4220600	+	579	115	169	31	175
HIS92_RS21660	NZ_CP051858.1	4220749	4221066	+	318	81	89	26	42
HIS92_RS21665	NZ_CP051858.1	4221216	4221950	+	735	245	279	142	315
HIS92_RS21670	NZ_CP051858.1	4222163	4222447	+	285	6	11	2	5
HIS92_RS21675	NZ_CP051858.1	4222475	4223200	-	726	162	327	60	270
HIS92_RS21680	NZ_CP051858.1	4223452	4224048	-	597	5	6	4	5
HIS92_RS21685	NZ_CP051858.1	4224172	4224291	-	120	0	2	1	4
HIS92_RS21690	NZ_CP051858.1	4224525	4224743	+	219	8	9	4	20
HIS92_RS21695	NZ_CP051858.1	4224797	4224985	+	189	28	21	12	27
HIS92_RS21700	NZ_CP051858.1	4225013	4225615	-	603	556	675	176	704
HIS92_RS21705	NZ_CP051858.1	4225788	4226621	+	834	91	223	35	207
HIS92_RS21710	NZ_CP051858.1	4226641	4227318	+	678	225	398	67	325
HIS92_RS21715	NZ_CP051858.1	4227469	4227837	+	369	1451	1788	437	1750
HIS92_RS21720	NZ_CP051858.1	4227967	4229970	+	2004	4327	6294	1273	5205
HIS92_RS21725	NZ_CP051858.1	4230144	4231778	+	1635	640	995	203	805
HIS92_RS21730	NZ_CP051858.1	4231808	4233196	+	1389	863	1505	280	1275
HIS92_RS21735	NZ_CP051858.1	4233224	4233940	+	717	560	671	146	569
HIS92_RS21740	NZ_CP051858.1	4233972	4234754	-	783	663	893	207	780
HIS92_RS21745	NZ_CP051858.1	4234794	4235291	-	498	533	968	193	937
HIS92_RS21750	NZ_CP051858.1	4235435	4235899	+	465	483	951	147	969
HIS92_RS21755	NZ_CP051858.1	4235915	4236367	+	453	190	585	87	559
HIS92_RS21760	NZ_CP051858.1	4236385	4237683	+	1299	1800	2865	476	2659
HIS92_RS21765	NZ_CP051858.1	4237725	4238588	+	864	1092	2001	207	1697
HIS92_RS21770	NZ_CP051858.1	4238606	4239925	+	1320	1597	2765	232	2454
HIS92_RS21775	NZ_CP051858.1	4239948	4240316	+	369	293	650	50	616
HIS92_RS21780	NZ_CP051858.1	4240306	4240578	+	273	375	450	38	375
HIS92_RS21785	NZ_CP051858.1	4240944	4241351	+	408	186	398	56	425
HIS92_RS21790	NZ_CP051858.1	4241371	4241784	+	414	124	282	37	270
HIS92_RS21795	NZ_CP051858.1	4241801	4242100	+	300	157	334	64	266
HIS92_RS21800	NZ_CP051858.1	4242123	4243700	+	1578	1443	2554	456	2110
HIS92_RS21805	NZ_CP051858.1	4243714	4244718	+	1005	860	1612	317	1451
HIS92_RS21810	NZ_CP051858.1	4244705	4245394	+	690	321	669	121	496
HIS92_RS21815	NZ_CP051858.1	4245391	4246695	+	1305	1087	1400	294	1300
HIS92_RS21820	NZ_CP051858.1	4246812	4247222	+	411	256	491	92	569
HIS92_RS21825	NZ_CP051858.1	4247233	4248342	+	1110	854	1336	228	1306
HIS92_RS21830	NZ_CP051858.1	4248346	4248924	+	579	394	760	144	685
HIS92_RS21835	NZ_CP051858.1	4248941	4250164	+	1224	1219	1965	502	1700
HIS92_RS21840	NZ_CP051858.1	4250214	4250549	+	336	366	636	162	541
HIS92_RS21845	NZ_CP051858.1	4250860	4251345	+	486	478	737	156	628
HIS92_RS21850	NZ_CP051858.1	4251468	4252376	+	909	1745	3682	740	3045
HIS92_RS21855	NZ_CP051858.1	4253114	4254061	+	948	35	71	32	86
HIS92_RS21860	NZ_CP051858.1	4254799	4258362	+	3564	6068	9538	1159	6531
HIS92_RS21865	NZ_CP051858.1	4258644	4259998	-	1355	50	46	93	46
HIS92_RS21870	NZ_CP051858.1	4260294	4261145	-	852	97193	127308	35648	96724
HIS92_RS21875	NZ_CP051858.1	4261403	4262188	+	786	75	147	23	127
HIS92_RS21880	NZ_CP051858.1	4262251	4262475	+	225	42	64	11	72
HIS92_RS21885	NZ_CP051858.1	4262490	4263476	+	987	406	810	147	735
HIS92_RS21890	NZ_CP051858.1	4263487	4263846	+	360	216	485	84	438
HIS92_RS21895	NZ_CP051858.1	4263859	4264179	+	321	142	341	53	315
HIS92_RS21900	NZ_CP051858.1	4264176	4264934	+	759	452	720	139	617
HIS92_RS21905	NZ_CP051858.1	4264968	4265243	+	276	131	253	62	225
HIS92_RS21910	NZ_CP051858.1	4265259	4266020	+	762	403	628	115	596
HIS92_RS21915	NZ_CP051858.1	4266031	4267077	+	1047	399	639	115	471
HIS92_RS21920	NZ_CP051858.1	4267101	4269167	+	2067	1095	1634	352	1334
HIS92_RS21925	NZ_CP051858.1	4269182	4270492	+	1311	2029	2959	786	2668
HIS92_RS21930	NZ_CP051858.1	4270535	4271308	+	774	1605	1997	505	1794
HIS92_RS21935	NZ_CP051858.1	4271478	4272776	+	1299	40	49	36	75
HIS92_RS21940	NZ_CP051858.1	4272915	4273625	+	711	27	61	37	94
HIS92_RS21945	NZ_CP051858.1	4273643	4274479	+	837	126	165	55	180
HIS92_RS21950	NZ_CP051858.1	4274472	4275197	+	726	95	146	30	95
HIS92_RS21955	NZ_CP051858.1	4275188	4275499	+	312	56	70	18	61
HIS92_RS21960	NZ_CP051858.1	4275562	4275732	+	171	65	19	9	13
HIS92_RS21965	NZ_CP051858.1	4275812	4276396	-	585	84	87	41	103
HIS92_RS21970	NZ_CP051858.1	4276399	4276734	-	336	6	30	13	34
HIS92_RS21975	NZ_CP051858.1	4276805	4279030	-	2226	13	22	8	14
HIS92_RS21980	NZ_CP051858.1	4279246	4279425	-	180	12	8	1	9
HIS92_RS21985	NZ_CP051858.1	4279492	4280706	-	1215	24	79	16	60
HIS92_RS21990	NZ_CP051858.1	4280826	4282094	+	1269	14	42	11	52
HIS92_RS21995	NZ_CP051858.1	4282213	4282737	+	525	17	28	16	18
HIS92_RS22000	NZ_CP051858.1	4282778	4283671	-	894	4	2	7	5
HIS92_RS22005	NZ_CP051858.1	4283834	4284826	+	993	0	1	3	0
HIS92_RS22010	NZ_CP051858.1	4284804	4285829	+	1026	0	0	0	1
HIS92_RS22015	NZ_CP051858.1	4285842	4287512	+	1671	3	2	8	5
HIS92_RS22020	NZ_CP051858.1	4287509	4288771	+	1263	2	6	0	2
HIS92_RS22025	NZ_CP051858.1	4288792	4289625	+	834	11	11	48	9
HIS92_RS22030	NZ_CP051858.1	4289675	4290097	-	423	153	325	104	642
HIS92_RS22035	NZ_CP051858.1	4290138	4290254	+	117	0	0	0	0
HIS92_RS22040	NZ_CP051858.1	4290320	4290481	+	162	0	2	0	1
HIS92_RS22045	NZ_CP051858.1	4290720	4291811	+	1092	16	16	5	19
HIS92_RS22050	NZ_CP051858.1	4291880	4292509	+	630	21	12	1	11
HIS92_RS22055	NZ_CP051858.1	4292662	4293237	+	576	5	23	1	15
HIS92_RS22060	NZ_CP051858.1	4293327	4293698	+	372	169	377	55	331
HIS92_RS22065	NZ_CP051858.1	4293720	4294652	-	933	36	68	15	65
HIS92_RS22070	NZ_CP051858.1	4294613	4294942	-	330	3	13	2	17
HIS92_RS22075	NZ_CP051858.1	4294926	4295336	-	411	7	52	2	45
HIS92_RS22080	NZ_CP051858.1	4295458	4296285	+	828	39	80	33	108
HIS92_RS22085	NZ_CP051858.1	4296328	4298151	-	1824	33	47	24	32
HIS92_RS22090	NZ_CP051858.1	4298413	4298979	+	567	2	5	2	2
HIS92_RS22095	NZ_CP051858.1	4298976	4300082	+	1107	5	6	9	8
HIS92_RS22100	NZ_CP051858.1	4300124	4301197	-	1074	6	2	2	3
HIS92_RS22105	NZ_CP051858.1	4301409	4302308	+	900	3	4	0	6
HIS92_RS22110	NZ_CP051858.1	4302502	4302672	+	171	1	6	2	2
HIS92_RS22115	NZ_CP051858.1	4302746	4302853	-	108	0	0	3	2
HIS92_RS22120	NZ_CP051858.1	4302859	4303083	+	225	1	2	1	0
HIS92_RS22125	NZ_CP051858.1	4303119	4304306	-	1188	24	35	30	27
HIS92_RS22130	NZ_CP051858.1	4304474	4305466	+	993	1	0	7	1
HIS92_RS22135	NZ_CP051858.1	4305480	4306364	+	885	20	10	3	9
HIS92_RS22140	NZ_CP051858.1	4306477	4307136	+	660	19	8	6	9
HIS92_RS22145	NZ_CP051858.1	4307600	4309003	+	1404	1772	2683	562	2235
HIS92_RS22150	NZ_CP051858.1	4309043	4309423	-	381	60	62	22	70
HIS92_RS22155	NZ_CP051858.1	4309440	4310150	-	711	3	17	9	21
HIS92_RS22160	NZ_CP051858.1	4310342	4311730	+	1389	2531	3024	1756	3061
HIS92_RS22165	NZ_CP051858.1	4311826	4312248	-	423	162	513	25	376
HIS92_RS22170	NZ_CP051858.1	4312479	4312856	-	378	1	1	4	2
HIS92_RS22175	NZ_CP051858.1	4313070	4313834	+	765	370	394	119	423
HIS92_RS22180	NZ_CP051858.1	4313932	4315341	+	1410	789	665	168	568
HIS92_RS22185	NZ_CP051858.1	4315399	4316097	-	699	36	65	10	61
HIS92_RS22190	NZ_CP051858.1	4316490	4316885	+	396	27	107	23	110
HIS92_RS22195	NZ_CP051858.1	4316996	4317409	+	414	163	291	82	344
HIS92_RS22200	NZ_CP051858.1	4317414	4318226	+	813	113	185	41	186
HIS92_RS22205	NZ_CP051858.1	4318281	4318994	+	714	3	8	8	11
HIS92_RS22210	NZ_CP051858.1	4319013	4319567	+	555	19	21	10	40
HIS92_RS22215	NZ_CP051858.1	4319585	4320265	+	681	21	35	8	40
HIS92_RS22220	NZ_CP051858.1	4320389	4320526	-	138	0	0	0	0
HIS92_RS22225	NZ_CP051858.1	4320526	4321620	-	1095	16	36	28	26
HIS92_RS22230	NZ_CP051858.1	4321764	4321940	+	177	0	2	3	0
HIS92_RS22235	NZ_CP051858.1	4321980	4322525	-	546	54	83	29	79
HIS92_RS22240	NZ_CP051858.1	4322676	4324007	+	1332	234	264	55	224
HIS92_RS22245	NZ_CP051858.1	4324162	4325409	+	1248	85	160	66	112
HIS92_RS22250	NZ_CP051858.1	4325442	4326398	-	957	125	165	38	162
HIS92_RS22255	NZ_CP051858.1	4326395	4327465	-	1071	78	136	47	126
HIS92_RS22260	NZ_CP051858.1	4327458	4327901	-	444	33	70	17	60
HIS92_RS22265	NZ_CP051858.1	4327898	4328386	-	489	53	47	14	67
HIS92_RS22270	NZ_CP051858.1	4328664	4329302	+	639	18	13	18	19
HIS92_RS22275	NZ_CP051858.1	4329307	4330407	+	1101	27	52	23	48
HIS92_RS22280	NZ_CP051858.1	4330544	4331482	+	939	10	23	1	12
HIS92_RS22285	NZ_CP051858.1	4331520	4332629	+	1110	17	20	3	20
HIS92_RS22290	NZ_CP051858.1	4332631	4333776	+	1146	28	20	29	27
HIS92_RS22295	NZ_CP051858.1	4333887	4335098	+	1212	2	4	3	5
HIS92_RS22300	NZ_CP051858.1	4335153	4335896	-	744	1	0	0	1
HIS92_RS22305	NZ_CP051858.1	4336273	4337544	+	1272	3817	6643	963	3574
HIS92_RS22310	NZ_CP051858.1	4337569	4339008	+	1440	6424	9917	1910	5516
HIS92_RS22315	NZ_CP051858.1	4339084	4340796	+	1713	3465	4700	1173	2708
HIS92_RS22320	NZ_CP051858.1	4340860	4342158	+	1299	130	131	64	82
HIS92_RS22325	NZ_CP051858.1	4342161	4343093	+	933	125	152	78	72
HIS92_RS22330	NZ_CP051858.1	4343211	4346405	+	3195	544	595	201	559
HIS92_RS22335	NZ_CP051858.1	4346507	4346641	-	135	11	8	3	13
HIS92_RS22340	NZ_CP051858.1	4347377	4348360	+	984	142	200	55	285
HIS92_RS22345	NZ_CP051858.1	4348423	4348875	-	453	175	226	82	255
HIS92_RS22350	NZ_CP051858.1	4349102	4350331	-	1230	90	139	40	120
HIS92_RS22355	NZ_CP051858.1	4350913	4351821	+	909	7	10	5	4
HIS92_RS22360	NZ_CP051858.1	4351826	4352437	+	612	3	4	5	7
HIS92_RS22365	NZ_CP051858.1	4352443	4354062	+	1620	14	26	16	24
HIS92_RS22370	NZ_CP051858.1	4354098	4354583	-	486	29	76	8	81
HIS92_RS22375	NZ_CP051858.1	4354721	4355983	+	1263	10	29	17	24
HIS92_RS22380	NZ_CP051858.1	4356198	4356662	-	465	1	2	0	0
HIS92_RS22385	NZ_CP051858.1	4357067	4357870	+	804	213	409	83	326
HIS92_RS22390	NZ_CP051858.1	4358023	4358562	+	540	6	19	9	12
HIS92_RS22395	NZ_CP051858.1	4358599	4360347	+	1749	44	104	31	101
HIS92_RS22400	NZ_CP051858.1	4360556	4361830	+	1275	44	66	23	54
HIS92_RS22405	NZ_CP051858.1	4361877	4362860	-	984	304	252	20	77
HIS92_RS22410	NZ_CP051858.1	4363547	4364806	+	1260	855	700	282	736
HIS92_RS22415	NZ_CP051858.1	4365018	4366229	+	1212	15	21	18	36
HIS92_RS22420	NZ_CP051858.1	4366240	4367157	+	918	108	218	97	190
HIS92_RS22425	NZ_CP051858.1	4367237	4367749	+	513	2	3	2	3
HIS92_RS22430	NZ_CP051858.1	4367843	4368670	+	828	4	17	2	9
HIS92_RS22435	NZ_CP051858.1	4368694	4369269	+	576	2	6	14	4
HIS92_RS22440	NZ_CP051858.1	4370032	4371369	+	1338	88	185	63	195
HIS92_RS22445	NZ_CP051858.1	4371413	4372117	-	705	258	304	44	342
HIS92_RS22450	NZ_CP051858.1	4372442	4372705	+	264	1134	1491	397	1539
HIS92_RS22455	NZ_CP051858.1	4372860	4373546	+	687	5	3	0	3
HIS92_RS22460	NZ_CP051858.1	4373657	4374298	+	642	160	214	40	180
HIS92_RS22465	NZ_CP051858.1	4374441	4375328	+	888	3	4	0	2
HIS92_RS22470	NZ_CP051858.1	4375551	4375751	+	201	1	1	1	1
HIS92_RS22475	NZ_CP051858.1	4375915	4376451	-	537	345	491	133	386
HIS92_RS22480	NZ_CP051858.1	4376542	4377300	-	759	1	4	3	2
HIS92_RS22485	NZ_CP051858.1	4378229	4379128	+	900	9	14	6	15
HIS92_RS22490	NZ_CP051858.1	4379151	4380866	+	1716	19	41	17	53
HIS92_RS22495	NZ_CP051858.1	4380863	4381093	+	231	1	8	2	4
HIS92_RS22500	NZ_CP051858.1	4381108	4382115	+	1008	9	24	13	13
HIS92_RS22505	NZ_CP051858.1	4382162	4383835	+	1674	14	33	17	32
HIS92_RS22510	NZ_CP051858.1	4383867	4385129	+	1263	13	24	10	16
HIS92_RS22515	NZ_CP051858.1	4385220	4385447	-	228	3	0	0	1
HIS92_RS22520	NZ_CP051858.1	4385500	4386603	-	1104	10	23	24	25
HIS92_RS22525	NZ_CP051858.1	4386822	4387538	+	717	1	4	2	2
HIS92_RS22530	NZ_CP051858.1	4387557	4388408	+	852	5	6	5	7
HIS92_RS22535	NZ_CP051858.1	4388576	4389790	+	1215	225	123	234	143
HIS92_RS22540	NZ_CP051858.1	4389843	4390604	-	762	61	104	26	100
HIS92_RS22545	NZ_CP051858.1	4390810	4391733	+	924	304	309	185	373
HIS92_RS22550	NZ_CP051858.1	4391788	4392393	+	606	26	35	13	27
HIS92_RS22555	NZ_CP051858.1	4392475	4393119	+	645	101	145	105	128
HIS92_RS22560	NZ_CP051858.1	4393247	4394761	+	1515	160	299	156	211
HIS92_RS22565	NZ_CP051858.1	4394999	4395442	+	444	1	1	1	0
HIS92_RS22570	NZ_CP051858.1	4395470	4395829	+	360	1	3	0	3
HIS92_RS22575	NZ_CP051858.1	4395883	4397208	+	1326	1404	1082	856	1036
HIS92_RS22580	NZ_CP051858.1	4397364	4398992	+	1629	426	583	186	628
HIS92_RS22585	NZ_CP051858.1	4399044	4399574	-	531	6	32	4	41
HIS92_RS22590	NZ_CP051858.1	4399717	4400415	+	699	8	39	10	19
HIS92_RS22595	NZ_CP051858.1	4400381	4401481	+	1101	21	46	11	39
HIS92_RS22600	NZ_CP051858.1	4401553	4402413	+	861	16	28	6	23
HIS92_RS22605	NZ_CP051858.1	4402474	4403769	-	1296	733	567	220	507
HIS92_RS22610	NZ_CP051858.1	4404249	4405208	+	960	2582	2410	1009	3025
HIS92_RS22615	NZ_CP051858.1	4405366	4406841	-	1476	2	0	2	0
HIS92_RS22620	NZ_CP051858.1	4407017	4407961	+	945	13	24	15	19
HIS92_RS22625	NZ_CP051858.1	4408586	4410412	+	1827	3069	4513	1366	3655
HIS92_RS22630	NZ_CP051858.1	4411011	4412171	+	1161	29958	29954	1356	24136
HIS92_RS22635	NZ_CP051858.1	4412209	4413417	+	1209	25128	20966	1078	16360
HIS92_RS22640	NZ_CP051858.1	4413525	4414604	+	1080	4273	3505	161	2673
HIS92_RS22645	NZ_CP051858.1	4415228	4416457	+	1230	193	141	58	124
HIS92_RS22650	NZ_CP051858.1	4416604	4417974	+	1371	130	99	71	99
HIS92_RS22655	NZ_CP051858.1	4418380	4418964	+	585	88	89	35	91
HIS92_RS22660	NZ_CP051858.1	4419027	4419650	+	624	125	129	70	122
HIS92_RS22665	NZ_CP051858.1	4419957	4420268	-	312	9	15	2	9
HIS92_RS22670	NZ_CP051858.1	4420360	4421013	-	654	14	13	4	19
HIS92_RS22675	NZ_CP051858.1	4421653	4422243	+	591	97	107	40	107
HIS92_RS22680	NZ_CP051858.1	4422507	4423454	+	948	120	181	80	226
HIS92_RS22685	NZ_CP051858.1	4423760	4424431	+	672	1480	394	458	332
HIS92_RS22690	NZ_CP051858.1	4424534	4425715	+	1182	673	162	333	169
HIS92_RS22695	NZ_CP051858.1	4425752	4427053	+	1302	1128	285	698	308
HIS92_RS22700	NZ_CP051858.1	4427086	4427481	+	396	360	66	140	52
HIS92_RS22705	NZ_CP051858.1	4427830	4428105	+	276	34	101	25	131
HIS92_RS22710	NZ_CP051858.1	4428147	4428509	+	363	64	126	29	121
HIS92_RS22715	NZ_CP051858.1	4428506	4430047	+	1542	199	434	98	416
HIS92_RS22720	NZ_CP051858.1	4430101	4430715	+	615	98	212	67	167
HIS92_RS22725	NZ_CP051858.1	4430979	4431122	+	144	0	0	0	0
HIS92_RS22730	NZ_CP051858.1	4431227	4431622	+	396	1	1	0	5
HIS92_RS22735	NZ_CP051858.1	4431640	4432119	+	480	10	34	13	21
HIS92_RS22740	NZ_CP051858.1	4432167	4432397	-	231	6	7	8	4
HIS92_RS22745	NZ_CP051858.1	4432587	4433870	+	1284	112	227	42	211
HIS92_RS22750	NZ_CP051858.1	4433966	4434601	-	636	135	31	44	62
HIS92_RS22755	NZ_CP051858.1	4434958	4436598	+	1641	19	9	19	9
HIS92_RS22760	NZ_CP051858.1	4436650	4437169	-	520	1	1	5	2
HIS92_RS22765	NZ_CP051858.1	4437492	4439636	+	2145	694	888	219	935
HIS92_RS22770	NZ_CP051858.1	4439842	4441089	+	1248	71	80	56	252
HIS92_RS22775	NZ_CP051858.1	4441294	4442260	-	967	138	178	33	147
HIS92_RS22780	NZ_CP051858.1	4442555	4443247	+	693	23	64	22	67
HIS92_RS22785	NZ_CP051858.1	4443486	4444844	+	1359	207	374	304	314
HIS92_RS22790	NZ_CP051858.1	4444928	4445347	+	420	115	138	22	166
HIS92_RS22795	NZ_CP051858.1	4445677	4447326	+	1650	21	19	10	25
HIS92_RS22800	NZ_CP051858.1	4447361	4447981	+	621	17	20	7	22
HIS92_RS22805	NZ_CP051858.1	4448024	4448929	-	906	80	75	17	85
HIS92_RS22810	NZ_CP051858.1	4449027	4449896	+	870	59	59	19	65
HIS92_RS22815	NZ_CP051858.1	4450017	4450448	+	432	4	8	8	10
HIS92_RS22820	NZ_CP051858.1	4450520	4451170	+	651	7	18	7	10
HIS92_RS22825	NZ_CP051858.1	4451228	4451830	+	603	16	13	4	20
HIS92_RS22830	NZ_CP051858.1	4452199	4453809	+	1611	40	84	13	53
HIS92_RS22835	NZ_CP051858.1	4453992	4455005	+	1014	26	28	11	20
HIS92_RS22840	NZ_CP051858.1	4455093	4456037	-	945	594	1514	565	1477
HIS92_RS22845	NZ_CP051858.1	4456238	4457674	+	1437	4	4	1	4
HIS92_RS22850	NZ_CP051858.1	4457781	4458704	+	924	226	346	87	301
HIS92_RS22855	NZ_CP051858.1	4458968	4460185	+	1218	2	5	1	4
HIS92_RS22860	NZ_CP051858.1	4460276	4461049	+	774	0	0	0	0
HIS92_RS22865	NZ_CP051858.1	4461027	4461728	+	702	1	0	0	0
HIS92_RS22870	NZ_CP051858.1	4461750	4462610	+	861	4	1	0	3
HIS92_RS22875	NZ_CP051858.1	4462660	4463613	+	954	10	16	4	7
HIS92_RS22880	NZ_CP051858.1	4463707	4464495	-	789	52	91	17	76
HIS92_RS22885	NZ_CP051858.1	4464616	4465164	+	549	1	6	0	6
HIS92_RS22890	NZ_CP051858.1	4465206	4465613	+	408	2	3	1	1
HIS92_RS22895	NZ_CP051858.1	4465615	4465938	+	324	7	1	0	1
HIS92_RS22900	NZ_CP051858.1	4466091	4466534	+	444	147	229	65	296
HIS92_RS22905	NZ_CP051858.1	4466654	4467709	+	1056	80	135	36	135
HIS92_RS22910	NZ_CP051858.1	4468301	4469704	+	1404	145	231	255	1326
HIS92_RS22915	NZ_CP051858.1	4469691	4470707	+	1017	50	103	187	964
HIS92_RS22920	NZ_CP051858.1	4470707	4472428	+	1722	86	153	240	1098
HIS92_RS22925	NZ_CP051858.1	4472425	4474149	+	1725	159	160	202	1096
HIS92_RS22930	NZ_CP051858.1	4474282	4475430	+	1149	1	1	0	3
HIS92_RS22935	NZ_CP051858.1	4475538	4478099	+	2562	16	20	12	13
HIS92_RS22940	NZ_CP051858.1	4478119	4479249	+	1131	5	10	9	7
HIS92_RS22945	NZ_CP051858.1	4479242	4479808	+	567	7	1	6	9
HIS92_RS22950	NZ_CP051858.1	4479993	4480214	+	222	0	0	0	0
HIS92_RS22955	NZ_CP051858.1	4480305	4480751	+	447	2	7	6	7
HIS92_RS22960	NZ_CP051858.1	4480787	4481125	-	339	226	394	51	261
HIS92_RS22965	NZ_CP051858.1	4481118	4481459	-	342	35	152	33	143
HIS92_RS22970	NZ_CP051858.1	4481603	4482604	-	1002	53	134	29	107
HIS92_RS22975	NZ_CP051858.1	4482932	4483885	+	954	282	432	168	391
HIS92_RS22980	NZ_CP051858.1	4484132	4484734	+	603	217	434	149	331
HIS92_RS22985	NZ_CP051858.1	4484777	4484947	-	171	1	72	33	79
HIS92_RS22990	NZ_CP051858.1	4485550	4486842	+	1293	41521	61034	12660	60248
HIS92_RS22995	NZ_CP051858.1	4486942	4487706	-	765	990	979	98	564
HIS92_RS23000	NZ_CP051858.1	4487943	4489703	+	1761	149	254	53	218
HIS92_RS23005	NZ_CP051858.1	4489744	4490421	+	678	79	112	24	100
HIS92_RS23010	NZ_CP051858.1	4490418	4491491	+	1074	102	137	48	113
HIS92_RS23015	NZ_CP051858.1	4491719	4492438	+	720	1571	1761	413	1548
HIS92_RS23020	NZ_CP051858.1	4492586	4492996	+	411	27	36	19	31
HIS92_RS23025	NZ_CP051858.1	4493151	4493405	+	255	27	15	22	23
HIS92_RS23030	NZ_CP051858.1	4493535	4494404	+	870	142	179	76	175
HIS92_RS23035	NZ_CP051858.1	4494523	4495350	+	828	8	3	3	0
HIS92_RS23040	NZ_CP051858.1	4495421	4495759	+	339	38	34	20	28
HIS92_RS23045	NZ_CP051858.1	4495812	4496420	-	609	69	212	29	195
HIS92_RS23050	NZ_CP051858.1	4496502	4497140	+	639	46	54	19	33
HIS92_RS23055	NZ_CP051858.1	4498106	4499401	+	1296	48	29	7	18
HIS92_RS23060	NZ_CP051858.1	4499394	4500452	+	1059	42	13	16	35
HIS92_RS23065	NZ_CP051858.1	4500449	4501342	+	894	53	29	8	34
HIS92_RS23070	NZ_CP051858.1	4501476	4501685	+	210	9	4	0	4
HIS92_RS23075	NZ_CP051858.1	4501893	4504196	+	2304	9	20	0	7
HIS92_RS23080	NZ_CP051858.1	4504517	4505518	+	1002	776	853	213	709
HIS92_RS23085	NZ_CP051858.1	4506103	4506924	+	822	789	1220	243	1111
HIS92_RS23090	NZ_CP051858.1	4506939	4507595	+	657	945	1337	292	1043
HIS92_RS23095	NZ_CP051858.1	4507755	4508435	+	681	95	78	124	55
HIS92_RS23100	NZ_CP051858.1	4508532	4509065	+	534	1	1	0	4
HIS92_RS23105	NZ_CP051858.1	4509383	4511191	+	1809	26	44	58	25
HIS92_RS23110	NZ_CP051858.1	4511252	4513090	+	1839	14	25	38	41
HIS92_RS23115	NZ_CP051858.1	4513077	4514315	+	1239	6	17	13	18
HIS92_RS23120	NZ_CP051858.1	4514312	4514587	+	276	0	6	5	3
HIS92_RS23125	NZ_CP051858.1	4514611	4515594	+	984	421	453	217	494
HIS92_RS23130	NZ_CP051858.1	4515632	4516474	+	843	406	387	175	419
HIS92_RS23135	NZ_CP051858.1	4516599	4516805	+	207	7	1	1	0
