Geneid	Chr	Start	End	Strand	Length	B1-t0-1	B2-t0-2	B3-t0-3	G1-t0-1	G2-t0-2	G3-t0-3	B1M-t0-1	B2M-t0-2	B3M-t0-3	G1M-t0-1	G2M-t0-2	G3M-t0-3
HIS92_RS22920	NZ_CP051858.1	4470707	4472428	+	1722	236	157	1498	359	2030	1292	1305	978	2139	673	2027	1081
HIS92_RS22925	NZ_CP051858.1	4472425	4474149	+	1725	194	131	866	160	941	686	443	254	868	333	1224	655
HIS92_RS22930	NZ_CP051858.1	4474282	4475430	+	1149	0	0	1	0	3	2	0	2	0	3	5	0
HIS92_RS22935	NZ_CP051858.1	4475538	4478099	+	2562	12	15	13	7	9	15	4	9	8	7	15	8
HIS92_RS22940	NZ_CP051858.1	4478119	4479249	+	1131	6	3	15	7	3	7	11	5	10	3	6	5
HIS92_RS22945	NZ_CP051858.1	4479242	4479808	+	567	2	0	2	0	2	0	5	1	6	1	4	2
HIS92_RS22950	NZ_CP051858.1	4479993	4480214	+	222	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS22955	NZ_CP051858.1	4480305	4480751	+	447	10	3	3	4	3	7	6	8	0	5	6	0
HIS92_RS22960	NZ_CP051858.1	4480787	4481125	-	339	231	179	328	282	180	251	78	88	80	90	110	69
HIS92_RS22965	NZ_CP051858.1	4481118	4481459	-	342	92	56	140	103	95	109	8	22	37	37	53	39
HIS92_RS22970	NZ_CP051858.1	4481603	4482604	-	1002	107	70	86	49	89	78	41	64	61	42	48	50
HIS92_RS22975	NZ_CP051858.1	4482932	4483885	+	954	147	166	266	238	174	301	44	107	130	135	127	98
HIS92_RS22980	NZ_CP051858.1	4484132	4484734	+	603	281	174	193	173	151	175	439	397	301	210	270	147
HIS92_RS22985	NZ_CP051858.1	4484777	4484947	-	171	19	19	16	28	13	17	2	11	16	15	5	9
HIS92_RS22990	NZ_CP051858.1	4485550	4486842	+	1293	48712	41265	56261	58454	48869	54870	17166	34238	37070	43449	43042	29553
HIS92_RS22995	NZ_CP051858.1	4486942	4487706	-	765	520	528	946	524	485	605	176	198	494	225	285	245
HIS92_RS23000	NZ_CP051858.1	4487943	4489703	+	1761	193	197	293	214	274	330	153	153	204	149	156	152
HIS92_RS23005	NZ_CP051858.1	4489744	4490421	+	678	74	78	112	86	98	122	68	99	97	79	80	68
HIS92_RS23010	NZ_CP051858.1	4490418	4491491	+	1074	100	92	155	159	133	219	91	122	133	126	124	111
HIS92_RS23015	NZ_CP051858.1	4491719	4492438	+	720	1335	1143	2018	1534	1247	1701	1426	1525	1528	1028	1128	1025
HIS92_RS23020	NZ_CP051858.1	4492586	4492996	+	411	17	24	27	35	35	33	19	35	28	14	36	30
HIS92_RS23025	NZ_CP051858.1	4493151	4493405	+	255	30	22	20	26	25	25	34	31	36	21	28	11
HIS92_RS23030	NZ_CP051858.1	4493535	4494404	+	870	106	126	144	103	117	125	123	139	104	143	127	101
HIS92_RS23035	NZ_CP051858.1	4494523	4495350	+	828	1	0	3	4	4	3	1	2	2	0	3	0
HIS92_RS23040	NZ_CP051858.1	4495421	4495759	+	339	36	16	27	29	28	34	58	42	28	33	32	20
HIS92_RS23045	NZ_CP051858.1	4495812	4496420	-	609	144	111	103	226	209	228	79	92	90	185	141	101
HIS92_RS23050	NZ_CP051858.1	4496502	4497140	+	639	19	14	35	31	20	36	65	40	53	31	28	39
HIS92_RS23055	NZ_CP051858.1	4498106	4499401	+	1296	13	11	15	17	20	28	17	10	22	5	8	12
HIS92_RS23060	NZ_CP051858.1	4499394	4500452	+	1059	24	15	27	24	17	28	25	10	30	17	26	12
HIS92_RS23065	NZ_CP051858.1	4500449	4501342	+	894	15	12	25	31	23	45	18	17	19	19	19	29
HIS92_RS23070	NZ_CP051858.1	4501476	4501685	+	210	3	2	0	2	1	6	1	2	3	2	3	3
HIS92_RS23075	NZ_CP051858.1	4501893	4504196	+	2304	15	3	11	5	10	6	5	10	5	1	5	1
HIS92_RS23080	NZ_CP051858.1	4504517	4505518	+	1002	364	268	590	286	268	395	115	127	177	141	128	86
HIS92_RS23085	NZ_CP051858.1	4506103	4506924	+	822	728	595	967	909	813	1157	675	543	579	575	538	506
HIS92_RS23090	NZ_CP051858.1	4506939	4507595	+	657	731	643	805	804	828	1042	536	482	554	650	613	522
HIS92_RS23095	NZ_CP051858.1	4507755	4508435	+	681	45	39	97	98	58	99	90	89	104	64	99	73
HIS92_RS23100	NZ_CP051858.1	4508532	4509065	+	534	2	5	0	8	4	16	10	1	2	3	0	3
HIS92_RS23105	NZ_CP051858.1	4509383	4511191	+	1809	153	164	86	183	246	110	398	293	188	169	156	67
HIS92_RS23110	NZ_CP051858.1	4511252	4513090	+	1839	88	83	44	99	109	79	336	235	151	133	130	57
HIS92_RS23115	NZ_CP051858.1	4513077	4514315	+	1239	39	25	18	24	20	23	93	62	33	51	33	21
HIS92_RS23120	NZ_CP051858.1	4514312	4514587	+	276	7	5	3	2	6	4	13	14	3	10	7	8
HIS92_RS23125	NZ_CP051858.1	4514611	4515594	+	984	253	211	275	307	304	391	399	324	373	286	238	195
HIS92_RS23130	NZ_CP051858.1	4515632	4516474	+	843	249	199	295	318	306	354	440	272	402	262	222	188
HIS92_RS23135	NZ_CP051858.1	4516599	4516805	+	207	0	0	0	0	1	1	0	1	1	0	0	0
HIS92_RS23140	NZ_CP051858.1	4517041	4518270	+	1230	1	1	3	5	10	5	8	2	7	9	8	3
HIS92_RS23145	NZ_CP051858.1	4518324	4518938	-	615	9	6	13	10	14	7	8	6	9	6	20	10
HIS92_RS23150	NZ_CP051858.1	4519057	4520499	+	1443	152	110	169	120	95	153	95	105	134	60	68	67
HIS92_RS23155	NZ_CP051858.1	4520512	4520679	+	168	20	19	22	16	13	16	13	10	13	8	17	8
HIS92_RS23160	NZ_CP051858.1	4520793	4521758	-	966	1	2	4	2	0	1	0	2	7	2	0	2
HIS92_RS23165	NZ_CP051858.1	4521846	4521989	-	144	0	0	0	0	0	2	0	0	0	0	0	0
HIS92_RS23170	NZ_CP051858.1	4522208	4522960	+	753	313	287	382	341	203	280	94	194	237	104	119	89
HIS92_RS23175	NZ_CP051858.1	4523111	4524271	+	1161	4460	2858	3009	1075	1148	1179	1464	1978	1470	465	507	294
HIS92_RS23180	NZ_CP051858.1	4524379	4524576	+	198	8	9	5	9	7	6	15	5	6	6	7	6
HIS92_RS23185	NZ_CP051858.1	4524605	4525066	+	462	38	16	21	20	21	42	23	27	20	28	19	11
HIS92_RS23190	NZ_CP051858.1	4525108	4525926	-	819	1171	852	1305	994	894	1133	633	971	1273	648	926	696
HIS92_RS23195	NZ_CP051858.1	4526202	4528083	+	1882	33	37	32	32	35	46	22	18	22	19	18	17
HIS92_RS23200	NZ_CP051858.1	4528199	4528486	+	288	53	54	112	159	148	233	51	45	84	213	132	110
HIS92_RS23205	NZ_CP051858.1	4528762	4529709	+	948	4	4	10	8	11	26	5	8	4	14	18	9
HIS92_RS23210	NZ_CP051858.1	4529749	4530057	-	309	79	91	129	79	63	103	25	66	129	61	109	73
HIS92_RS23215	NZ_CP051858.1	4530164	4531099	+	936	1	2	3	3	2	4	2	4	3	1	6	1
HIS92_RS23220	NZ_CP051858.1	4531124	4531753	+	630	5	0	4	6	3	4	3	1	4	4	0	2
HIS92_RS23225	NZ_CP051858.1	4532073	4532297	-	225	120	95	74	174	131	80	117	205	112	116	129	66
HIS92_RS23230	NZ_CP051858.1	4532382	4532729	-	348	142	140	70	180	179	108	137	174	104	133	137	66
HIS92_RS23235	NZ_CP051858.1	4532926	4533402	+	477	0	0	0	0	3	3	0	2	2	0	0	0
HIS92_RS23240	NZ_CP051858.1	4533636	4534685	+	1050	42	45	52	64	99	64	62	47	58	46	55	33
HIS92_RS23245	NZ_CP051858.1	4534886	4536868	+	1983	786	565	1937	672	864	1716	361	401	902	215	436	423
HIS92_RS23250	NZ_CP051858.1	4537065	4537370	+	306	61	55	139	99	107	145	64	38	72	51	49	37
HIS92_RS23255	NZ_CP051858.1	4537692	4538057	+	366	150	82	124	101	94	94	86	142	115	99	54	51
HIS92_RS23260	NZ_CP051858.1	4538092	4539132	-	1041	5	5	3	5	7	4	2	5	6	5	3	3
HIS92_RS23265	NZ_CP051858.1	4539374	4539817	+	444	813	556	483	777	804	679	838	1375	919	1019	1128	652
HIS92_RS23270	NZ_CP051858.1	4539920	4540375	+	456	269	253	281	273	325	278	174	284	249	282	238	175
HIS92_RS23275	NZ_CP051858.1	4540590	4541534	+	945	44	21	24	41	54	63	63	35	41	62	30	28
HIS92_RS23280	NZ_CP051858.1	4541579	4542580	-	1002	213	94	188	131	117	119	206	227	292	129	176	142
HIS92_RS23285	NZ_CP051858.1	4542685	4542876	-	192	0	0	0	0	0	0	0	2	0	0	0	1
HIS92_RS23290	NZ_CP051858.1	4543054	4544517	+	1464	5	3	1	2	1	0	4	1	4	5	1	4
HIS92_RS23295	NZ_CP051858.1	4544602	4545186	+	585	4	14	12	15	14	6	18	15	17	11	15	5
HIS92_RS23300	NZ_CP051858.1	4545211	4546113	-	903	2556	1593	1555	1413	1082	1420	2752	2902	2309	1298	1714	1111
HIS92_RS23305	NZ_CP051858.1	4546279	4547229	+	951	371	332	441	432	382	421	215	340	312	255	202	174
HIS92_RS23310	NZ_CP051858.1	4547342	4547812	-	471	93	84	186	120	86	165	9	23	53	24	16	21
HIS92_RS23315	NZ_CP051858.1	4547951	4548901	-	951	372	308	781	495	400	508	113	196	274	208	277	154
HIS92_RS23320	NZ_CP051858.1	4549168	4549317	+	150	1	0	0	0	1	0	1	0	0	0	1	0
HIS92_RS23325	NZ_CP051858.1	4549433	4550092	+	660	294	240	311	232	226	284	148	205	187	149	126	137
HIS92_RS23330	NZ_CP051858.1	4550122	4551159	-	1038	98	49	78	58	58	46	152	136	148	76	73	73
HIS92_RS23335	NZ_CP051858.1	4551293	4551745	+	453	21	31	28	31	27	44	49	26	24	37	28	29
HIS92_RS23340	NZ_CP051858.1	4551771	4552757	+	987	69	66	83	92	72	112	133	87	102	72	73	72
HIS92_RS23345	NZ_CP051858.1	4552842	4554503	+	1662	6	3	14	13	12	10	7	9	10	8	1	7
HIS92_RS23350	NZ_CP051858.1	4554563	4554979	+	417	8	2	4	5	10	11	4	2	10	5	2	1
HIS92_RS23355	NZ_CP051858.1	4554993	4555538	+	546	6	0	2	5	3	3	2	1	2	3	0	5
HIS92_RS23360	NZ_CP051858.1	4555552	4556163	+	612	2	2	7	16	5	8	9	6	4	7	3	3
HIS92_RS23365	NZ_CP051858.1	4556209	4556769	-	561	7	3	10	4	9	2	4	9	4	5	3	10
HIS92_RS23370	NZ_CP051858.1	4556951	4558027	+	1077	2	0	5	2	0	9	5	2	5	0	9	5
HIS92_RS23375	NZ_CP051858.1	4558132	4558749	+	618	58	39	35	60	51	60	37	35	44	47	51	38
HIS92_RS23380	NZ_CP051858.1	4558854	4559456	+	603	453	437	707	634	430	681	155	231	319	201	202	203
HIS92_RS23385	NZ_CP051858.1	4559559	4560938	+	1380	111	90	171	157	114	160	86	88	159	100	109	101
HIS92_RS23390	NZ_CP051858.1	4561122	4562063	+	942	364	284	467	344	346	450	190	205	282	156	178	134
HIS92_RS23395	NZ_CP051858.1	4562262	4563158	+	897	228	220	377	220	190	328	111	142	217	85	132	114
HIS92_RS23400	NZ_CP051858.1	4563162	4564031	+	870	450	399	646	432	456	575	328	324	392	221	260	226
HIS92_RS23405	NZ_CP051858.1	4564151	4564657	+	507	28	6	17	15	22	29	43	43	26	42	31	17
HIS92_RS23410	NZ_CP051858.1	4564784	4564870	-	87	0	4	0	0	0	0	0	0	0	0	1	0
HIS92_RS23415	NZ_CP051858.1	4565031	4566215	+	1185	0	1	2	0	0	0	1	0	0	0	0	0
HIS92_RS23420	NZ_CP051858.1	4566247	4566705	+	459	3	2	5	1	0	3	5	2	1	0	5	2
HIS92_RS23425	NZ_CP051858.1	4566932	4567111	+	180	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS23430	NZ_CP051858.1	4567213	4567836	+	624	12	5	9	9	9	19	12	6	8	7	8	14
HIS92_RS23435	NZ_CP051858.1	4567861	4568343	-	483	184	159	202	195	204	223	302	263	276	192	237	157
HIS92_RS23440	NZ_CP051858.1	4568345	4569652	-	1308	599	547	643	667	642	644	580	802	734	581	630	416
HIS92_RS23445	NZ_CP051858.1	4569861	4570730	-	870	0	2	0	4	3	0	0	1	0	1	1	0
HIS92_RS23450	NZ_CP051858.1	4571065	4571652	+	588	0	1	1	2	0	0	0	1	0	0	0	5
HIS92_RS23455	NZ_CP051858.1	4571670	4572293	+	624	0	0	3	0	0	0	5	1	1	1	0	2
HIS92_RS23460	NZ_CP051858.1	4572483	4573130	+	648	25	40	12	31	51	34	70	39	24	36	34	10
HIS92_RS23465	NZ_CP051858.1	4573571	4574923	+	1353	793	817	1248	1180	1065	1243	932	921	1098	754	932	648
HIS92_RS23470	NZ_CP051858.1	4574990	4575319	+	330	2	2	2	8	7	0	4	2	1	4	8	3
HIS92_RS23475	NZ_CP051858.1	4575300	4575866	+	567	8	6	15	21	11	8	8	8	10	13	2	9
HIS92_RS23480	NZ_CP051858.1	4575839	4576144	-	306	1	0	0	1	0	0	1	0	1	1	0	0
HIS92_RS23485	NZ_CP051858.1	4576149	4576445	-	297	0	0	0	0	0	0	0	0	2	0	1	1
HIS92_RS23490	NZ_CP051858.1	4576534	4577688	+	1155	15	13	17	22	23	15	24	12	23	13	15	8
HIS92_RS23495	NZ_CP051858.1	4577945	4578442	+	498	0	0	0	1	0	0	0	0	0	2	3	0
HIS92_RS23500	NZ_CP051858.1	4578454	4579194	+	741	1	0	2	1	4	7	13	0	0	7	0	0
HIS92_RS23505	NZ_CP051858.1	4579218	4579664	+	447	0	0	1	0	0	0	1	0	0	2	0	0
HIS92_RS23510	NZ_CP051858.1	4579846	4581321	+	1476	5	7	1	9	1	2	4	9	9	2	2	2
HIS92_RS23515	NZ_CP051858.1	4581390	4582589	-	1200	12	10	7	14	12	11	10	13	11	8	13	11
HIS92_RS23520	NZ_CP051858.1	4582862	4583290	+	429	487	438	570	856	988	865	592	851	519	783	700	455
HIS92_RS23525	NZ_CP051858.1	4583293	4584261	+	969	883	995	1214	1536	2254	1841	1483	1896	1447	2010	1779	1069
HIS92_RS23530	NZ_CP051858.1	4584333	4585487	+	1155	1	5	1	2	1	6	5	1	3	3	4	5
HIS92_RS23535	NZ_CP051858.1	4585577	4586167	+	591	6	9	22	30	37	60	29	11	13	28	33	24
HIS92_RS23540	NZ_CP051858.1	4586174	4586950	+	777	9	5	27	31	31	60	33	16	17	33	20	22
HIS92_RS23545	NZ_CP051858.1	4587099	4587644	+	546	102	91	179	176	139	210	83	106	136	139	131	98
HIS92_RS23550	NZ_CP051858.1	4587841	4589022	+	1182	5	1	6	6	2	4	4	6	12	4	6	4
HIS92_RS23555	NZ_CP051858.1	4589031	4589492	-	462	4	10	8	17	10	8	5	8	3	5	7	7
HIS92_RS23560	NZ_CP051858.1	4589664	4590839	+	1176	264	300	647	454	328	509	93	154	320	135	153	98
HIS92_RS23565	NZ_CP051858.1	4590860	4591573	-	714	7	1	5	2	4	0	11	5	3	4	13	6
HIS92_RS23570	NZ_CP051858.1	4591566	4592453	-	888	13	13	7	13	23	12	12	14	15	8	10	14
HIS92_RS23575	NZ_CP051858.1	4592477	4593355	-	879	16	17	6	29	25	27	24	19	15	17	16	12
HIS92_RS23580	NZ_CP051858.1	4593755	4594963	+	1209	23	33	31	44	28	39	35	24	25	40	34	22
HIS92_RS23585	NZ_CP051858.1	4595144	4595989	+	846	91	75	60	121	80	85	347	192	94	252	51	49
HIS92_RS23590	NZ_CP051858.1	4596079	4597494	-	1416	59	47	42	64	102	56	82	95	82	61	71	49
HIS92_RS23595	NZ_CP051858.1	4597624	4598046	+	423	4	4	13	7	4	11	8	9	6	12	7	10
HIS92_RS23600	NZ_CP051858.1	4598228	4599355	+	1128	9	16	22	14	10	34	15	11	12	13	10	9
HIS92_RS23605	NZ_CP051858.1	4599413	4600039	-	627	9	5	6	7	8	11	2	5	1	3	9	4
HIS92_RS23610	NZ_CP051858.1	4600176	4600742	+	567	10	5	3	7	10	12	12	10	5	7	9	10
HIS92_RS23615	NZ_CP051858.1	4600749	4601309	+	561	5	3	5	4	1	9	28	5	8	8	2	6
HIS92_RS23620	NZ_CP051858.1	4601306	4601791	+	486	23	3	9	17	17	12	23	15	10	12	18	12
HIS92_RS23625	NZ_CP051858.1	4601804	4601944	+	141	1	0	0	0	2	0	2	0	1	1	1	2
HIS92_RS23630	NZ_CP051858.1	4601981	4602169	+	189	0	0	1	0	0	0	0	0	0	0	0	0
HIS92_RS23635	NZ_CP051858.1	4602173	4602601	+	429	0	0	0	0	0	1	8	0	0	0	1	0
HIS92_RS23640	NZ_CP051858.1	4602911	4603207	+	297	314	233	265	911	667	645	202	386	315	955	787	415
HIS92_RS23645	NZ_CP051858.1	4603361	4607125	+	3765	172	143	144	428	348	307	530	223	191	442	338	196
HIS92_RS23650	NZ_CP051858.1	4607097	4607600	+	504	19	15	8	23	41	29	30	14	9	17	18	8
HIS92_RS23655	NZ_CP051858.1	4607605	4607856	+	252	2	3	1	3	7	10	2	4	2	8	3	5
HIS92_RS23660	NZ_CP051858.1	4607930	4609129	+	1200	31	47	40	86	110	75	49	45	37	110	76	65
HIS92_RS23665	NZ_CP051858.1	4609169	4613674	+	4506	129	129	191	415	315	346	264	241	232	361	355	215
HIS92_RS23670	NZ_CP051858.1	4613671	4614501	+	831	6	3	3	18	12	17	6	5	8	17	11	4
HIS92_RS23675	NZ_CP051858.1	4614524	4616107	+	1584	12	16	17	34	41	56	27	18	19	53	30	10
HIS92_RS23680	NZ_CP051858.1	4616147	4616407	+	261	2	1	1	4	8	7	4	5	2	1	2	1
HIS92_RS23685	NZ_CP051858.1	4616409	4616759	+	351	8	2	6	11	10	9	11	2	3	12	4	3
HIS92_RS23690	NZ_CP051858.1	4616835	4617647	+	813	0	0	0	0	0	0	0	0	1	0	0	1
HIS92_RS23695	NZ_CP051858.1	4617682	4618457	+	776	0	1	1	4	4	2	2	0	7	1	1	2
HIS92_RS23700	NZ_CP051858.1	4618967	4619188	-	222	248	211	269	252	204	257	132	239	232	108	164	131
HIS92_RS23705	NZ_CP051858.1	4619427	4619693	+	267	5	3	7	7	0	6	0	3	0	2	1	0
HIS92_RS23710	NZ_CP051858.1	4621505	4621714	+	210	1	0	0	2	0	1	0	0	2	1	0	0
HIS92_RS23715	NZ_CP051858.1	4621810	4622658	+	849	14	11	19	10	10	17	13	12	15	3	8	6
HIS92_RS23720	NZ_CP051858.1	4622929	4623417	+	489	2	6	10	3	1	3	3	5	14	2	7	4
HIS92_RS23725	NZ_CP051858.1	4624057	4624251	+	195	0	0	2	0	0	0	1	1	0	0	0	0
HIS92_RS23730	NZ_CP051858.1	4624365	4624655	+	291	0	0	0	0	0	0	0	0	0	1	0	0
HIS92_RS23735	NZ_CP051858.1	4624801	4625679	+	879	0	0	2	0	0	0	0	2	1	2	2	1
HIS92_RS23740	NZ_CP051858.1	4625747	4626226	+	480	3	0	0	0	3	0	0	0	1	1	2	1
HIS92_RS23745	NZ_CP051858.1	4626226	4626663	+	438	4	0	1	0	0	0	0	0	1	0	1	1
HIS92_RS23750	NZ_CP051858.1	4626677	4626922	+	246	2	2	3	0	2	1	1	1	3	4	2	3
HIS92_RS23755	NZ_CP051858.1	4627242	4627577	+	336	230	196	294	188	188	247	127	221	243	205	207	161
HIS92_RS23760	NZ_CP051858.1	4627664	4627885	-	222	10	10	16	14	8	18	7	8	9	1	11	4
HIS92_RS23765	NZ_CP051858.1	4628189	4628377	-	189	131	168	249	169	211	173	130	140	162	214	151	106
HIS92_RS23770	NZ_CP051858.1	4628777	4629532	-	756	5	3	4	2	2	4	2	3	2	1	6	5
HIS92_RS23775	NZ_CP051858.1	4629670	4630587	-	918	0	1	7	3	2	4	1	1	0	0	6	2
HIS92_RS23780	NZ_CP051858.1	4630735	4631349	-	615	11	11	23	10	27	14	20	20	14	10	18	5
HIS92_RS23785	NZ_CP051858.1	4631481	4631906	+	426	3	7	8	12	4	9	5	7	5	6	11	8
HIS92_RS23790	NZ_CP051858.1	4632067	4632843	+	777	1498	1014	1660	1185	1096	1376	989	1196	1282	922	832	723
HIS92_RS23795	NZ_CP051858.1	4632895	4633215	+	321	128	91	155	121	107	142	134	152	168	71	82	49
HIS92_RS23800	NZ_CP051858.1	4633285	4633497	+	213	2	0	1	0	0	2	0	2	2	1	0	0
HIS92_RS23805	NZ_CP051858.1	4633527	4633865	-	339	0	0	1	0	0	0	0	0	0	0	0	0
HIS92_RS23810	NZ_CP051858.1	4634166	4634846	+	681	16	5	7	3	13	7	11	8	11	4	6	4
HIS92_RS23815	NZ_CP051858.1	4634878	4636629	+	1752	3098	2064	2157	2275	2162	2387	5822	4129	3061	2619	2483	1856
HIS92_RS23820	NZ_CP051858.1	4636720	4637247	+	528	494	468	799	676	626	694	307	412	503	411	440	324
HIS92_RS23825	NZ_CP051858.1	4637267	4638436	+	1170	1281	1264	2300	1793	1582	1842	588	1086	1370	976	1211	969
HIS92_RS23830	NZ_CP051858.1	4638626	4639435	+	810	13	10	15	7	10	11	10	7	12	8	8	8
HIS92_RS23835	NZ_CP051858.1	4639492	4639875	+	384	7	8	14	12	18	14	2	5	9	18	8	11
HIS92_RS23840	NZ_CP051858.1	4639920	4640558	-	639	40	42	43	87	68	36	44	73	38	63	57	21
HIS92_RS23845	NZ_CP051858.1	4640588	4641574	-	987	30	41	36	56	28	11	27	70	33	50	34	13
HIS92_RS23850	NZ_CP051858.1	4641779	4642357	+	579	2	3	5	5	5	10	10	6	17	4	3	3
HIS92_RS23855	NZ_CP051858.1	4642354	4643034	+	681	11	2	5	8	6	22	8	7	19	7	9	8
HIS92_RS23860	NZ_CP051858.1	4643138	4645084	-	1947	215	209	229	257	200	240	128	205	215	152	171	122
HIS92_RS23865	NZ_CP051858.1	4645195	4645629	-	435	1	0	2	1	4	1	1	0	0	0	2	0
HIS92_RS23870	NZ_CP051858.1	4645715	4646686	-	972	261	178	192	186	172	164	205	287	323	162	249	180
HIS92_RS23875	NZ_CP051858.1	4646782	4646991	-	210	55	52	57	64	29	26	30	57	23	42	27	16
HIS92_RS23880	NZ_CP051858.1	4647216	4647698	+	483	75	43	89	64	104	93	148	118	151	119	93	75
HIS92_RS23885	NZ_CP051858.1	4647782	4650010	-	2229	1	6	0	14	14	3	8	3	6	3	5	3
HIS92_RS23890	NZ_CP051858.1	4650007	4651221	-	1215	4	1	3	2	3	2	1	2	4	0	3	1
HIS92_RS23895	NZ_CP051858.1	4651221	4652183	-	963	3	1	3	3	1	0	0	0	2	2	5	0
HIS92_RS23900	NZ_CP051858.1	4652735	4656418	+	3684	42	31	30	161	114	50	145	91	37	184	98	34
HIS92_RS23905	NZ_CP051858.1	4656408	4657883	+	1476	4	2	1	3	3	2	20	6	5	30	9	6
HIS92_RS23910	NZ_CP051858.1	4657903	4658433	+	531	0	0	1	1	1	4	4	5	1	11	2	2
HIS92_RS23915	NZ_CP051858.1	4658451	4659140	+	690	6	1	2	1	5	4	12	8	5	18	2	2
HIS92_RS23920	NZ_CP051858.1	4659277	4659969	-	693	178	134	147	156	137	145	62	89	117	79	84	55
HIS92_RS23925	NZ_CP051858.1	4660295	4661308	+	1014	24	39	6	67	70	16	53	47	19	65	20	4
HIS92_RS23930	NZ_CP051858.1	4661326	4662339	+	1014	7	9	3	36	30	8	43	32	7	40	37	10
HIS92_RS23935	NZ_CP051858.1	4662382	4663671	+	1290	0	3	1	13	21	6	78	55	16	63	47	20
HIS92_RS23940	NZ_CP051858.1	4663716	4664186	+	471	0	1	0	2	4	3	15	14	6	34	16	5
HIS92_RS23945	NZ_CP051858.1	4664183	4664416	+	234	0	0	0	0	0	5	6	1	1	8	10	1
HIS92_RS23950	NZ_CP051858.1	4664497	4665666	+	1170	12	11	13	11	25	18	42	25	23	93	44	24
HIS92_RS23955	NZ_CP051858.1	4666254	4667171	+	918	48	48	27	63	26	9	35	72	36	69	26	20
HIS92_RS23960	NZ_CP051858.1	4667519	4667896	+	378	32	34	34	47	30	23	38	101	50	90	42	19
HIS92_RS23965	NZ_CP051858.1	4668084	4668557	-	474	1	0	0	3	3	2	11	14	3	25	13	16
HIS92_RS23970	NZ_CP051858.1	4668550	4669260	-	711	2	3	2	3	5	3	25	21	14	57	47	12
HIS92_RS23975	NZ_CP051858.1	4669257	4670681	-	1425	6	4	1	13	27	8	57	77	35	130	142	48
HIS92_RS23980	NZ_CP051858.1	4670740	4671057	-	318	0	0	0	17	16	6	59	38	13	89	86	24
HIS92_RS23985	NZ_CP051858.1	4671073	4673478	-	2406	140	221	153	599	523	284	470	595	189	1198	721	312
HIS92_RS23990	NZ_CP051858.1	4673687	4674394	-	708	9	7	18	11	11	14	6	16	6	8	7	3
HIS92_RS23995	NZ_CP051858.1	4674610	4675593	-	984	61	43	84	121	103	128	11	48	51	69	59	32
HIS92_RS24000	NZ_CP051858.1	4675801	4675953	+	153	1	0	2	0	0	1	4	0	0	0	1	1
HIS92_RS24005	NZ_CP051858.1	4676172	4676381	+	210	0	0	3	0	1	0	0	3	0	0	1	3
HIS92_RS24010	NZ_CP051858.1	4676478	4677317	-	840	1	3	10	5	5	7	7	6	4	4	4	8
HIS92_RS24015	NZ_CP051858.1	4677871	4679472	+	1602	11	8	8	12	8	16	7	19	10	7	6	5
HIS92_RS24020	NZ_CP051858.1	4679628	4680176	-	549	1	0	2	0	2	1	2	2	1	0	0	1
HIS92_RS24025	NZ_CP051858.1	4680789	4681064	+	276	14	14	12	17	10	11	12	14	6	17	18	6
HIS92_RS24030	NZ_CP051858.1	4681263	4681526	+	264	0	1	0	1	1	0	0	0	0	2	2	0
HIS92_RS24035	NZ_CP051858.1	4681558	4681731	+	174	2	0	0	0	1	3	0	0	0	0	0	0
HIS92_RS24040	NZ_CP051858.1	4682173	4682520	-	348	0	0	2	1	1	0	0	1	1	0	0	0
HIS92_RS24045	NZ_CP051858.1	4682707	4683780	+	1074	23	17	17	28	19	42	12	9	17	12	14	12
HIS92_RS24050	NZ_CP051858.1	4683777	4683902	+	126	0	0	0	1	0	1	5	0	0	0	0	0
HIS92_RS24055	NZ_CP051858.1	4684222	4685049	-	828	0	0	0	0	0	0	0	0	0	0	0	1
HIS92_RS24060	NZ_CP051858.1	4685159	4685806	+	648	122	118	140	119	129	188	86	74	115	63	61	66
HIS92_RS24065	NZ_CP051858.1	4685803	4687698	+	1896	641	578	975	661	761	1011	772	593	766	446	485	336
HIS92_RS24070	NZ_CP051858.1	4687774	4688505	+	732	1820	1631	3263	2371	2122	2957	1271	1699	2194	1817	1993	1611
HIS92_RS24075	NZ_CP051858.1	4688616	4688870	+	255	282	264	366	424	387	430	391	528	341	472	376	334
HIS92_RS24080	NZ_CP051858.1	4689032	4689367	+	336	1	4	6	1	6	4	0	1	4	4	1	0
HIS92_RS24085	NZ_CP051858.1	4689700	4690173	+	474	23	12	18	22	17	28	19	21	17	22	15	15
HIS92_RS24090	NZ_CP051858.1	4690468	4691595	+	1128	733	511	728	546	515	649	598	753	841	473	566	379
HIS92_RS24095	NZ_CP051858.1	4691599	4691982	+	384	297	247	296	250	291	338	509	474	426	271	309	204
HIS92_RS24100	NZ_CP051858.1	4692066	4692500	+	435	1585	809	1709	1182	953	1292	1255	1273	1301	714	923	761
HIS92_RS24105	NZ_CP051858.1	4692550	4693326	+	777	134	106	151	102	108	146	180	157	183	116	106	90
HIS92_RS24110	NZ_CP051858.1	4693627	4695315	+	1689	109	79	108	110	128	139	109	110	106	45	73	44
HIS92_RS24115	NZ_CP051858.1	4695428	4695757	+	330	12	10	7	8	8	14	3	2	14	3	3	8
